tweet,label
So sad but always strong ... # sandyaftermath # strength # wisdom # prayer .... & amp ; # love @ sheraton stamford http : //t.co/EpkIdgpZ,None
Just saw some dude jet ski on the East River on TV. Um ...... wtf ? Some people ..... # sandy,None
"I work for a mid size law firm that has offices in PA , NJ and NY. The proprietor has given me permission to take up collection of clothing , non-perishable foods , hygiene products , baby items , toys , and home goods. I need someone to contact me to work out logistics and paperwork. Thanks. * * * * * * * * * * * * *",Food
Wow sirens are crazy here .. I guess a building may have collapsed on 15th and 8th 1 block from my apt .... # HurricaneSandy,None
I can help distribute supplies and food. Great at organizing and multitasking. I available day & night.,Food
"I can donate clothing , non-perishable food , baby supplies , hygiene products and toys/recreation.",Food
"I can donate food , water , towels , clothing. please let me know where to bring it.",Food
Mom tight right now lol Hurricane Sandy intrupted her tv show .... Lmfao her face was So funny. Haha,None
Due to strong winds Food for Life @ Tompkins had been cancelled. Everything was delivered to the @ BoweryMission. Stay Safe ! # Sandy,Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
Of course my lights go out right when I 'm gonna watch Almost Famous ! Fuck you sandy # itwasallhappening,Energy
Just got baq in the huz frm outside in the weather .. mi kuzn dem made a weather forcast video abt sandy ... thts ish too funnii ...,None
"@ JCP_L another nite of no power , heat and info as to when we will have power restored. At least if we 're told it would help. # Sandy",Energy
If anyone is having a Hurricane Sandy costume party-potluck jamboree in Brooklyn I 've got D batteries & amp ; willing to barter for drinks & amp ; grub,None
"* * NEED MET * * My brother and his family live at * * * * * * * * * * * * * * * * * . They have no power and I’m not sure if they have enough food especially If ConEd won’t be up for a few days. His daughter called me today and what food they do have was placed by the window so it won’t spoil. They are on the top floor and I assume the elevator does not work. They only have a corded phone and can only call out. My brother recently had surgery to remove a tumor and is suppose to see the doctor this Thursday for a check up. So food is imperative for his recovery. Please if there is a way that someone can check on them that they are ok it would be greatly appreciated. Thank you so much. His brother , * * * * * * who lives in Georgia : * * * * * * * * * * * * * * * * * * * * * * * * * * * cell",Food
"Got my food shopping done at 10 , dinner in the crock and at least 300 candles ready. Bring it sandy.",None
"Senior nursing students ( we graduate this December ) and we want to help. Give basic medical care , hand out blankets , food , water , you name it. We will do it. Thanks !",Water
"I missed the volunteer opportunity at astoria library on sat. -- sorting , organizing , labeling , etc -- any similar opportunity coming up ?",Medical
"Non perishable food , clothes , and toys.",Food
I don 't get to have Halloween this year ......,None
"Can donate basic supplies such as canned food , flashlights , batteries , and clothes etc.",Food
"General ability to participate in activity like food distribution/soup kitchen , essential item distribution , staffing telephone lines , etc.",Food
"Coats , scarves , beanies , gloves , candles , some cleaning supplies , blanket , rice , canned soups",Food
I just helped my parents gut out their bungalow in Breezy Point - I 'm getting pretty good at cutting out everything below 1 ' above the water line,Water
Trying to stock up on food before the storm has alerted me to the fact that I categorically only like foods that need to be refrigerated,None
Also any type of food if needed.,Food
“ @ d4n4lynnn : Wow this storm was sooooo crazy ..... ” Hasn 't even begun.,None
@ PSEGdelivers you guys teased me by showing up and then leaving # Roselle # sandy2012 please don 't forget my block ! We are cold and restless,Energy
"I can clean up debris and garbage , serve food , deliver food if I can walk to where it has to go , sort through and help organize donations. I have to work on Monday but am available Saturday and Sunday. Thank you , * * * * * * * * * *",Food
"Hello , Regarding your donation of non perishable food , you can get in contact with the below requests. One the need has been met please let us know so we can update our database. Need : Other Need Need assistance to clean-up mold in crawl space ( lower storage ) area. We got a 4 foot flood from Hurricane Sandy. My husband and I are both unemployed and we have 3 young kids. Needed by * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Home : * * * * * * * * * * * * * Mobile : * * * * * * * * * * * * * Donation : Non-perishable food Good evening , My name is * * * * * * * * * * * * * * * * * and I am a senior at Brooklyn Technical High School. There have been many students and faculty here who have been affected by Hurricane Sandy. I am interested in holding a Hurricane Sandy Relief Effort Drive and will be collecting non-perishable , canned goods and lightly used clothing. Please let me know if you are interested in collecting these goods so that we may arrange something. My email address * * * * * * * * * * * * * * * * * * * and my phone number * * * * * * * * * * * * * * * * * * * . Thank * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Need : Other Need Sissy 's Angels is a non profit in the Staten island area of NYC with donations of non-perishable foods , We need your help . ----------------------------------------------- * * * * * * * * * * * * * * * * * iis Collecting and donating to Shelters in Staten Island . We will be accepting donations that we will deliver to the shelters on Sunday. GIFT CARDS-for stores selling home replacement items , supermarkets and McDonald 's COFFEE SUGAR SOAP SHAMPOO TOOTHBRUSHES TOOTHPASTE PENS ENVELOPES WASHCLOTHS POSTAGE STAMPS LAUNDRY DETERGENT Please contact * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Needed by * * * * * * * * * * * * * * * * * * Sissy 's angels * * * * * * * * * * * * * * * * * * * Home : * * * * * * * * * * * Thank you very much for your assistance , Team Staten Island Recovers.org",Food
